uid,session_id,timestamp,event_type,screen_x,screen_y,distance,interval,speed,isFraud
f5410061-4631-48b4-8f2b-73490eff29a6,session_user_1_3,1.66E+12,Key Press,1033,777,0,0,,0
f9ff5379-4c01-4af3-a22e-0b2e16b46a9e,session_user_1_3,1.66E+12,Key Press,476,445.6,648.1319002,58582374,1.11E-05,0
18743ccf-a31e-4f1a-8f88-26448deab145,session_user_1_3,1.66E+12,Mouse Click,310,299,221.4668372,90901148,2.44E-06,0
28bcc1a1-dffe-44ed-a0ad-6f3b4af54b32,session_user_1_3,1.66E+12,Mouse Click,671,286,361.2339962,14174670,2.55E-05,0
e3963b68-eec6-4f20-9960-824ebbdfa153,session_user_1_3,1.66E+12,Mouse Click,1044.8,507.2,434.3453465,120193458,3.61E-06,0
dcdfe2fe-2cda-489a-85a9-e1ea65477655,session_user_1_3,1.66E+12,Scroll Down,876,672,235.9077786,397451528,5.94E-07,0
8cce564c-b1fd-426d-b1dd-1336765d38f8,session_user_1_3,1.66E+12,Key Press,416,595.3334,466.3451164,2841352,0.000164128,0
89f2e0c5-c8b4-4e46-af80-1f520aa16e59,session_user_1_3,1.66E+12,Key Press,494,268,336.4983726,7734823,4.35E-05,0
16f325da-6562-4f97-8a0c-ce4bdb988845,session_user_1_3,1.66E+12,Mouse Click,629,427,208.5809195,79267110,2.63E-06,0
80aa1a0f-cbf4-4b93-8bd4-c9a2c2a4670c,session_user_1_3,1.66E+12,Key Press,946,323,333.6240399,20117480,1.66E-05,0
5be3853c-2e6e-429e-a62f-17bfe112ab9a,session_user_1_4,1.66E+12,Mouse Click,17.6,184.8,0,0,,0
46158a54-a284-4749-b9a3-0b4bacfc0bb9,session_user_1_4,1.66E+12,Mouse Click,1057,726,1171.857415,264818421,4.43E-06,0
bcffa885-2873-4c30-b0cc-340635e95d3d,session_user_1_4,1.66E+12,Scroll Down,1723,732,666.0270265,124592171,5.35E-06,0
9146b749-a488-45ec-8846-b5f662ebe2fb,session_user_1_4,1.66E+12,Mouse Click,118.820496,193.95244,1692.006814,49964099,3.39E-05,0
57d2ba18-29d5-41a8-8fd5-d5ff86ba093a,session_user_1_4,1.66E+12,Mouse Click,352,220,234.6298286,97166281,2.41E-06,0
586f1630-f5db-47b8-a597-e906f0fd6e97,session_user_1_4,1.66E+12,Key Press,368,574,354.3613974,177306278,2.00E-06,0
4f9c7d4f-42cf-421c-9503-644639643142,session_user_1_4,1.66E+12,Key Press,168,369,286.4000698,14470,0.019792679,0
ba847a1c-97cc-4fd3-872e-dcca08d77769,session_user_1_4,1.66E+12,Mouse Click,630,556,498.4104734,18835675,2.65E-05,0
3b227610-8940-4ec3-8256-bcf09bbac97f,session_user_1_4,1.66E+12,Key Press,902,567,272.2223356,244886174,1.11E-06,0
aa394eb1-cf10-49ac-b429-06c15ecab195,session_user_1_4,1.66E+12,Scroll Up,834.4,461.6,125.2154942,10480979,1.19E-05,0
beff8f94-439d-4b86-ae9b-fdba2ce548dd,session_user_1_5,1.66E+12,Mouse Click,827,438,0,0,,0
4a48be8b-2b73-402a-ac09-d4763d2eda2b,session_user_1_5,1.66E+12,Mouse Click,1310.4,698.4,549.0753318,2024591,0.000271203,0
b6bf4a2d-c475-4f4e-9b60-f50707a21c48,session_user_1_5,1.66E+12,Mouse Click,1027,440,383.518083,97176448,3.95E-06,0
8dce6feb-474d-4940-bfd2-fa2c98085600,session_user_1_5,1.66E+12,Scroll Down,393.0208,415.58362,634.4491986,101886545,6.23E-06,0
30e121ab-e9d8-48f9-8af8-3a0f8138d8c3,session_user_1_5,1.66E+12,Key Press,404,601,185.7411554,37427227,4.96E-06,0
f002c02b-71ad-4033-a6aa-f60b90f9d9c1,session_user_1_5,1.66E+12,Mouse Click,1116.6667,392.6667,742.4934944,265991889,2.79E-06,0
743c3344-c28a-4168-95de-9e030b2ae07c,session_user_1_5,1.66E+12,Mouse Click,707,502,424.0053957,92132269,4.60E-06,0
0a8da5df-13c2-497b-b3bc-da64fa4277f1,session_user_1_5,1.66E+12,Mouse Click,60,153,735.1258396,89566694,8.21E-06,0
84cf7ae1-b8fa-4b19-93ef-9b325a566e95,session_user_1_5,1.66E+12,Mouse Click,1356.8203,572.41797,1362.957932,2145146,0.000635368,0
d0d25bc7-7489-4a96-9d38-c5bca4c3d9c5,session_user_1_5,1.66E+12,Key Press,782,577,574.8385619,17998491,3.19E-05,0
eda4ce94-2331-40e3-b4c9-c37261d0df5f,session_user_2_1,1.66E+12,Scroll Down,934.4,369.6,0,0,,1
fdcd2f4f-5653-446d-8ef3-431eb0e5965a,session_user_2_1,1.66E+12,Key Press,1134.4,318.4,206.4496064,391,0.528004109,1
d11bb3df-c52f-44da-a9ec-51bee8c800d5,session_user_2_1,1.66E+12,Key Press,1232,347,101.7040805,391,0.260112738,1
73a5d5c5-52d7-4eef-accd-d08c82bb9336,session_user_2_1,1.66E+12,Mouse Click,765,689,578.8376284,391,1.480403142,1
c0fb9716-6dd9-4540-8202-94d72d673f35,session_user_2_1,1.66E+12,Mouse Click,775,640,50.009999,391,0.127902811,1
cc8ac22a-c61b-4396-8755-298835beaa7c,session_user_2_1,1.66E+12,Mouse Click,1468.9023,392.46484,736.7320119,391,1.884225094,1
e1379f1b-fde7-4704-9f90-e82507f19cef,session_user_2_1,1.66E+12,Mouse Click,981.3334,300,496.2591852,391,1.269205077,1
4fef8d01-c6d1-4687-b08d-a1724848a5ae,session_user_2_1,1.66E+12,Scroll Up,2072.4375,739.14844,1176.163045,391,3.00808963,1
8e1e9c84-a712-41ef-880e-8cb1c1cdf0db,session_user_2_1,1.66E+12,Key Press,741,192,1439.478111,391,3.681529695,1
19272ea2-32ff-4121-99b3-527d848b3d39,session_user_2_1,1.66E+12,Scroll Down,44.700897,111.90694,700.8903902,391,1.792558543,1
3f9565fc-fc65-471a-84ce-f26d23e999ed,session_user_2_2,1.66E+12,Key Press,701.3334,435.33334,0,0,,1
07b679e3-ff8b-4ae2-bd82-dd527569a534,session_user_2_2,1.66E+12,Mouse Click,287,397,416.1028855,120,3.467524046,1
a0e0b3ac-a9dd-40a0-bab1-771b88ee5c76,session_user_2_2,1.66E+12,Mouse Click,1239.2001,653.60004,986.1686524,120,8.218072103,1
299046d7-6aea-470e-8520-c180acdea10a,session_user_2_2,1.66E+12,Scroll Up,333,333,961.2403481,120,8.010336234,1
dee05c3b-9f49-45cd-8dce-456194b5c327,session_user_2_2,1.66E+12,Scroll Up,905,696,677.4607,120,5.645505833,1
277136c9-4843-4b4d-a729-6d21627b077d,session_user_2_2,1.66E+12,Mouse Click,917,662,36.05551275,120,0.300462606,1
cf37b0fc-ce2a-475e-8eb3-4b61ad22d3a7,session_user_2_2,1.66E+12,Key Press,125,233,900.7247082,120,7.506039235,1
33a3333e-54c5-4067-bcc7-439c67085370,session_user_2_2,1.66E+12,Scroll Down,1062,640,1021.576233,120,8.513135276,1
1954ac3d-0ecc-4286-bb42-b1641140f788,session_user_2_2,1.66E+12,Mouse Click,1217,733,180.7595087,120,1.50632924,1
271d4b8e-4e7e-4855-b774-f4d6fda7b461,session_user_2_2,1.66E+12,Scroll Down,313,203,1047.910302,120,8.732585846,1
d8068a0a-51ec-4fbb-b19e-db031e2b0b4d,session_user_2_3,1.66E+12,Mouse Click,377.47217,308.23798,0,0,,1
76fedab1-1ea2-4a44-b23a-e9606c18b28e,session_user_2_3,1.66E+12,Mouse Click,644,302.6667,266.5860524,150,1.777240349,1
4579a138-a414-449a-9d76-c0a65eb7d9c6,session_user_2_3,1.66E+12,Key Press,1262,663,715.3768846,150,4.769179231,1
e91f4f77-037a-454a-b175-59e6f9b87549,session_user_2_3,1.66E+12,Key Press,4,952,1290.769151,150,8.60512767,1
245448a5-6f53-45c3-a3b1-d239c0b02e74,session_user_2_3,1.66E+12,Scroll Up,1657.1172,607.95703,1688.538434,150,11.25692289,1
89a62436-62d6-499f-8d27-e3898d1215b1,session_user_2_3,1.66E+12,Mouse Click,838.6332,652.53186,819.6968792,150,5.464645861,1
9696e0ce-dae5-4d17-bd40-3df21d880082,session_user_2_3,1.66E+12,Mouse Click,552,521,315.3715611,150,2.102477074,1
7442aa1e-2413-4da4-96b9-bcf34918a429,session_user_2_3,1.66E+12,Scroll Down,192.30588,198.5881,483.0417096,150,3.220278064,1
a799c31f-6c6e-4955-aba4-625a09997711,session_user_2_3,1.66E+12,Mouse Click,440,450,352.9310422,150,2.352873615,1
bdfff5cc-4f24-4781-b314-2dcf92c88eef,session_user_2_3,1.66E+12,Mouse Click,819,403,381.9031291,150,2.546020861,1
da352b83-902c-4f16-839a-7aa45bcb8452,session_user_2_4,1.66E+12,Mouse Click,1085,719,0,0,,1
a2970363-4f42-4a7b-84e8-99a1997c6a60,session_user_2_4,1.66E+12,Key Press,894.6667,420.6667,353.8778362,227,1.558933199,1
4068e315-d63c-455e-95b2-072cb6d68271,session_user_2_4,1.66E+12,Mouse Click,1181.1406,360.7461,292.6734933,227,1.289310543,1
48f8bb23-4ead-4bbb-a03c-54838b23b1a2,session_user_2_4,1.66E+12,Scroll Up,1202,868,507.6826111,227,2.236487274,1
318b850a-fe7c-4aec-97f4-9ed16468aef9,session_user_2_4,1.66E+12,Key Press,1350.8398,446.46875,447.0367779,227,1.969325013,1
a16c98e5-ab3e-4be0-8ebb-8fb3ea511b87,session_user_2_4,1.66E+12,Mouse Click,955,814,540.1558729,227,2.37954129,1
ed23f526-f388-436f-86fa-02b6ffd94dc0,session_user_2_4,1.66E+12,Key Press,736,424,447.2817904,227,1.970404363,1
13c5cf9d-8067-4ee2-89d8-90a0a6dde4eb,session_user_2_4,1.66E+12,Mouse Click,1582,832,939.2443771,227,4.137640428,1
0155c9c6-0c63-425a-ad10-68a66396deb4,session_user_2_4,1.66E+12,Mouse Click,694.6667,508,944.6355833,227,4.161390235,1
036a3743-9ea3-4da7-bfcb-eb881e3dad88,session_user_2_4,1.66E+12,Scroll Down,1207.2001,520,512.6738594,227,2.258475152,1
e877aa9f-b0b4-4478-af39-20033aa0ef40,session_user_2_5,1.66E+12,Mouse Click,332.6667,210,0,0,,1
52ccc648-9f4d-49ea-ab7a-e7ae90e54bce,session_user_2_5,1.66E+12,Key Press,713.60004,561.60004,518.3944421,169,3.067422735,1
e5d6722e-e0af-4b9c-a989-909f0f0c987e,session_user_2_5,1.66E+12,Mouse Click,647,336,235.2253034,169,1.391865701,1
dbc6015c-c7ac-42f6-84e9-acbaf1f0f22f,session_user_2_5,1.66E+12,Mouse Click,640,766,430.056973,169,2.544715816,1
ac6319ee-b176-417b-b316-d4388db6184d,session_user_2_5,1.66E+12,Scroll Down,1022,580,424.8764526,169,2.51406185,1
22a87503-8ffe-42d3-b149-99bc1125e258,session_user_2_5,1.66E+12,Scroll Down,462,276,637.1938481,169,3.770377799,1
c7774930-ecba-45b6-b7d3-21f2e56e8262,session_user_2_5,1.66E+12,Scroll Up,725,904,680.8472663,169,4.028682049,1
deb6e061-3b70-49df-b058-c8b14ab1333a,session_user_2_5,1.66E+12,Mouse Click,1049,886,324.4996148,169,1.920116064,1
236ae766-1219-4964-be40-753194057c83,session_user_2_5,1.66E+12,Mouse Click,911.2,647.2,275.7068733,169,1.631401617,1
b6cbd624-b94f-4e49-b5ea-f54de2dae50b,session_user_2_5,1.66E+12,Key Press,497,511,436.01844,169,2.579990769,1
88002fcb-5588-4bde-b487-69eb05501dee,session_user_3_1,1.66E+12,Mouse Click,1141,308,0,0,,0
63b9d91c-1d4e-4a91-ab61-eb880c45fad2,session_user_3_1,1.66E+12,Mouse Click,855.3334,590,401.4092754,95067840,4.22E-06,0
75aa693b-c802-49ee-9773-436ce356200f,session_user_3_1,1.66E+12,Scroll Down,592.8,596.8,262.6214502,88029234,2.98E-06,0
475a2b27-9d7e-4f9c-8795-b66d14caa833,session_user_3_1,1.66E+12,Mouse Click,1265,530,675.510977,60941833,1.11E-05,0
54b380b3-f0ad-424d-8095-ece783909240,session_user_3_1,1.66E+12,Key Press,504,797,806.480006,73781177,1.09E-05,0
57e0aac2-5295-45ae-8926-7e7fcc3f452e,session_user_3_1,1.66E+12,Mouse Click,497.6,441.6,355.4576205,84846747,4.19E-06,0
8e5f217d-f1da-4b02-b721-6c918a724caf,session_user_3_1,1.66E+12,Mouse Click,169.99336,128.9135,452.8785244,101937882,4.44E-06,0
7f7d7d32-784b-4e9c-9bd0-29f08d8a53c2,session_user_3_1,1.66E+12,Scroll Down,1206,715,1190.297082,98098396,1.21E-05,0
ec6deb54-b53a-4ab3-a655-e278cac59c9a,session_user_3_1,1.66E+12,Key Press,498,413,769.7194294,326377086,2.36E-06,0
d7325d25-4a7c-4ce5-9602-52be745279d7,session_user_3_1,1.66E+12,Key Press,364,668,288.0642289,24257062,1.19E-05,0
3127174b-0a20-48a5-8b5f-2081a6c77c34,session_user_3_2,1.66E+12,Key Press,458,708,0,0,,0
6d549211-a891-4ef1-86bb-ffa83a67e104,session_user_3_2,1.66E+12,Key Press,558,358,364.0054945,242278543,1.50E-06,0
ada5b8d0-26f9-4c37-a273-a4ca765e7789,session_user_3_2,1.66E+12,Mouse Click,64.625,672.89844,585.3032702,20156426,2.90E-05,0
6460ee95-d2b7-45bb-80d0-e3a87e69c031,session_user_3_2,1.66E+12,Scroll Down,1155,799,1097.642585,60974506,1.80E-05,0
c3e23879-465a-445e-9401-0e69eb1818b8,session_user_3_2,1.66E+12,Mouse Click,721.3334,74.66667,844.2307107,928221,0.000909515,0
b309a5c1-f536-4e4e-a5d9-6721c522c967,session_user_3_2,1.66E+12,Key Press,284.35837,188.5875,451.5807041,11207362,4.03E-05,0
dba27e82-57c6-47c1-b7bc-dbb5bebab386,session_user_3_2,1.66E+12,Mouse Click,1061,556,859.1648076,257537525,3.34E-06,0
25c43392-5baa-45c0-bc40-786287524182,session_user_3_2,1.66E+12,Scroll Down,24,170,1106.51028,16528821,6.69E-05,0
ae1b641d-9f0f-4a3d-a66c-279d8965d261,session_user_3_2,1.66E+12,Mouse Click,899,541,950.4030724,416720097,2.28E-06,0
6b7c9752-984a-4585-a89c-5e0b0434a290,session_user_3_2,1.66E+12,Mouse Click,605.60004,479.2,299.8379171,20303576,1.48E-05,0
9676cabe-da00-460c-8882-49251f4ea4f6,session_user_3_3,1.66E+12,Mouse Click,1108,785,0,0,,0
6e5d91d7-6c05-4699-94be-97202762f792,session_user_3_3,1.66E+12,Mouse Click,1304,724,205.272989,21864,0.009388629,0
5cd20942-46b7-4601-aba7-310e11975508,session_user_3_3,1.66E+12,Key Press,701,344,712.7475009,82206609,8.67E-06,0
29eb1b45-17a2-4f99-91e2-661b6bcf848d,session_user_3_3,1.66E+12,Mouse Click,627.3334,247.33334,121.5368714,11796170,1.03E-05,0
f9abe480-ff00-464c-ab8e-50073e502fc2,session_user_3_3,1.66E+12,Mouse Click,130.40001,189.6,500.2758565,32675958,1.53E-05,0
32477f41-209e-4132-af0e-09771ed0d4df,session_user_3_3,1.66E+12,Mouse Click,36,94,134.352975,51519253,2.61E-06,0
4487f765-6dd5-4739-8b9d-55b371884513,session_user_3_3,1.66E+12,Scroll Down,685.6905,362.80618,703.1034833,171480647,4.10E-06,0
9bd3b036-81bd-47f8-9155-98ebb7743a1e,session_user_3_3,1.66E+12,Mouse Click,1195.3334,308.6667,512.5104573,16011178,3.20E-05,0
7584ea34-703f-4274-aaf2-3caf57967c09,session_user_3_3,1.66E+12,Scroll Down,836,469,393.4809518,94830758,4.15E-06,0
a8b4f869-0d9f-4b80-839e-8bbac2810601,session_user_3_3,1.66E+12,Key Press,232,404,607.4874484,150626189,4.03E-06,0
5a5cecef-c0fb-419b-a460-110e44abaf65,session_user_3_4,1.66E+12,Mouse Click,1096,665,0,0,,0
31e5acc5-6205-4552-aa7f-cdadc262873f,session_user_3_4,1.66E+12,Mouse Click,192.96114,357.27292,954.0309945,124419613,7.67E-06,0
35bcc7d5-bcc1-4cba-acf6-0b39ce3438d7,session_user_3_4,1.66E+12,Key Press,694,215,520.8469286,108516237,4.80E-06,0
c8f7f5bd-c533-43f6-a48a-f013f633a370,session_user_3_4,1.66E+12,Mouse Click,1162.4,325.6,481.2805003,74236383,6.48E-06,0
728dc815-6c1c-43a9-ac46-f4160924f8c4,session_user_3_4,1.66E+12,Mouse Click,1064,709.60004,396.4071023,34269650,1.16E-05,0
6460ee95-d2b7-45bb-80d0-e3a87e69c031,session_user_3_4,1.66E+12,Mouse Click,1155,799,127.5670524,39560498,3.22E-06,0
356caec3-7e96-4de1-a2e3-4b3d56d0d1d9,session_user_3_4,1.66E+12,Scroll Up,290.4,285.6,1005.541009,265026817,3.79E-06,0
c7fd31e4-ef57-488f-af2f-0bbd76ff8636,session_user_3_4,1.66E+12,Scroll Up,1522,862,1359.807163,9276485,0.000146586,0
b5dce6ca-44ba-4d61-bdbd-16d6a8a225c1,session_user_3_4,1.66E+12,Mouse Click,769,641,784.7611101,427472660,1.84E-06,0
b1d28649-4b51-4319-aaef-83eb8b8b2501,session_user_3_4,1.66E+12,Mouse Click,538,460,293.4655005,10971418,2.67E-05,0
064016d8-7d27-4742-8d00-2b5dce2f30b2,session_user_3_5,1.66E+12,Scroll Down,907,636,0,0,,0
f5e347f6-5f88-4a2e-a827-b65a9c864c6e,session_user_3_5,1.66E+12,Mouse Click,227,403,718.8108235,62466865,1.15E-05,0
08973cfc-a8d4-45c9-8872-4d36bd5e7ae6,session_user_3_5,1.66E+12,Mouse Click,236.66667,139.33334,263.8438025,92795581,2.84E-06,0
2045133a-7da8-45e4-9b7c-97c1935565ee,session_user_3_5,1.66E+12,Mouse Click,1277,427,1079.372755,186247683,5.80E-06,0
8c4bd77d-f6ca-4ffb-8322-83f181020968,session_user_3_5,1.66E+12,Mouse Click,1076,603,267.1647432,159960503,1.67E-06,0
86b81248-5005-41e4-8060-6847d54d5f2f,session_user_3_5,1.66E+12,Mouse Click,1248,542,182.4965753,9202569,1.98E-05,0
a316cb8d-b194-4c65-92bb-0457e1c05ad9,session_user_3_5,1.66E+12,Mouse Click,598,443,657.4960076,11959282,5.50E-05,0
e6a3c19f-3ec9-4c0d-bc33-fe86b447cff5,session_user_3_5,1.66E+12,Mouse Click,284,293,347.9885056,411300106,8.46E-07,0
d29ed4f1-4ccf-4e5c-af6e-ea4fb333d39c,session_user_3_5,1.66E+12,Key Press,446,524,282.1435805,21213240,1.33E-05,0
5a448476-168c-4e62-8845-6994683b69e9,session_user_3_5,1.66E+12,Mouse Click,620.4807,406.28198,210.4781388,56131,0.003749766,0
817fb9c6-6ba9-463f-9b59-84a3a196a00f,session_user_4_1,1.66E+12,Mouse Click,737,264,0,0,,0
9822bee6-c4fe-49ae-9365-3bb5b732136f,session_user_4_1,1.66E+12,Mouse Click,638,296,104.0432602,15060922,6.91E-06,0
525fde51-c7ef-468b-87b6-3400964a2978,session_user_4_1,1.66E+12,Scroll Up,382,176,282.7295528,2118754,0.000133441,0
fec30eab-70ec-4fcb-91cc-b786f838177e,session_user_4_1,1.66E+12,Scroll Down,860,425,538.9666038,4806826,0.000112125,0
8df2a766-f76c-448d-8c37-56b189378cc7,session_user_4_1,1.66E+12,Scroll Down,468,334.4,402.3336426,157715629,2.55E-06,0
193aca42-5aa8-4636-b01c-5e43b59e9d06,session_user_4_1,1.66E+12,Mouse Click,184,136.8,345.9794214,342688052,1.01E-06,0
7f01ee16-9560-4c63-afe4-0b7da00dcee4,session_user_4_1,1.66E+12,Key Press,1181,698,1144.095468,7939701,0.000144098,0
6d58f9cf-32aa-4f95-87de-0bf486061b2f,session_user_4_1,1.66E+12,Mouse Click,2119.9766,928.83594,966.9344789,3286405,0.000294223,0
831176b1-1e9f-4e8d-a186-d45617cd6dee,session_user_4_1,1.66E+12,Key Press,290,237,1956.387315,88426946,2.21E-05,0
c52997fc-98d3-420b-b465-c5896727aeb1,session_user_4_1,1.66E+12,Scroll Down,898.4,616,716.7925502,354744296,2.02E-06,0
f919395e-0946-4c60-b638-3432bf561f29,session_user_4_2,1.66E+12,Mouse Click,132.66667,83.333336,0,0,,0
09b457f0-33f4-4e12-b342-359cec84b837,session_user_4_2,1.66E+12,Mouse Click,690.4,579.2,746.2909727,10095108,7.39E-05,0
97dea6ff-65a1-4505-a8b0-588c20af37c0,session_user_4_2,1.66E+12,Mouse Click,578.8466,587.20026,111.8399089,95553834,1.17E-06,0
5b629188-51f1-44ad-9b24-4042c66f7299,session_user_4_2,1.66E+12,Mouse Click,548,516,77.59503693,88113231,8.81E-07,0
063a7330-cef1-4465-91b9-1dffa4088b42,session_user_4_2,1.66E+12,Mouse Click,1275.4883,756.09375,766.0837,167375554,4.58E-06,0
d357f275-f0f1-4c9a-b4fd-91e9dd6194c6,session_user_4_2,1.66E+12,Mouse Click,116,164.8,1301.553463,5420715,0.000240107,0
43959f97-bb75-4497-a699-88065447fae3,session_user_4_2,1.66E+12,Key Press,1029,439,953.2862319,85756159,1.11E-05,0
4d5ccf31-7c17-4963-b46a-afab82580925,session_user_4_2,1.66E+12,Key Press,860,496,178.3535814,73299403,2.43E-06,0
b2aade59-2203-4afe-85e7-53ef55eb5cfd,session_user_4_2,1.66E+12,Mouse Click,448.80002,360,433.1067115,4230988,0.000102365,0
0b6baad9-eff5-4357-b77f-8cb5795484a1,session_user_4_2,1.66E+12,Mouse Click,118.66667,88,427.7522984,277136564,1.54E-06,0
0bcb0a58-141d-4c38-ae24-ffeb19a8e5af,session_user_4_3,1.66E+12,Mouse Click,94,244,0,0,,0
7333d48c-9d5c-4c7f-9592-b6737a4dbcc9,session_user_4_3,1.66E+12,Mouse Click,944.3517,252.04245,850.3897311,4397726,0.00019337,0
c1e1f1bb-0c53-47b3-9125-eab7c00e6d94,session_user_4_3,1.66E+12,Scroll Up,1027,428,194.401134,108467982,1.79E-06,0
00dc0ea2-5d63-4801-9b6c-097f0dd6a2ba,session_user_4_3,1.66E+12,Key Press,990,349.33334,86.93355736,407296497,2.13E-07,0
387aee16-e1ee-4ea4-ab53-14d38519f32a,session_user_4_3,1.66E+12,Mouse Click,778,343,212.0945808,81861011,2.59E-06,0
0138f5de-b12e-42c6-b4c9-a7b170e5599c,session_user_4_3,1.66E+12,Mouse Click,1188.9297,225.91406,427.2848414,84694750,5.04E-06,0
dc0cab8c-ec0b-40c6-8b9c-d04b5fb64024,session_user_4_3,1.66E+12,Mouse Click,256.6667,510.6667,974.7811894,43183308,2.26E-05,0
a5fca100-0e78-4c21-ae8f-d0dedf2c7144,session_user_4_3,1.66E+12,Key Press,123,122,411.0092339,232540865,1.77E-06,0
dea2d1f1-1a07-4b58-a2fd-97f79cb83daa,session_user_4_3,1.66E+12,Key Press,825,414,760.3078324,4067050,0.000186943,0
b1d28649-4b51-4319-aaef-83eb8b8b2501,session_user_4_3,1.66E+12,Scroll Up,538,460,290.6630351,7204511,4.03E-05,0
1428d9d1-bf3b-4b83-9919-fa89533276fe,session_user_4_4,1.66E+12,Mouse Click,274,234,0,0,,0
6829a32e-5e77-498f-9436-696f6f863d00,session_user_4_4,1.66E+12,Mouse Click,216,199,67.74215822,146355847,4.63E-07,0
c5bef44d-01b2-4321-a23d-b3844941285a,session_user_4_4,1.66E+12,Mouse Click,273.33334,642,446.6946517,178185058,2.51E-06,0
56908b78-ebca-4525-b799-a321d1b7ccf9,session_user_4_4,1.66E+12,Key Press,1173.304,645.1136,899.976046,21442054,4.20E-05,0
fbb011ea-8201-491f-a9e5-1ecb56b90f32,session_user_4_4,1.66E+12,Mouse Click,1128,580,79.32359876,240463247,3.30E-07,0
8936136b-7601-4749-b56f-ae250097a828,session_user_4_4,1.66E+12,Mouse Click,335.33334,496.6667,797.0350512,34599506,2.30E-05,0
4ec9af86-bd3a-4541-b02a-a8b6e8a48f84,session_user_4_4,1.66E+12,Scroll Down,1024,491,688.6899739,3440758,0.000200156,0
2c1ceb85-f328-44be-86a6-db01dc0639a0,session_user_4_4,1.66E+12,Mouse Click,1078,670,186.9679117,65476727,2.86E-06,0
28790929-0b71-4b85-af93-efc8eba7dc44,session_user_4_4,1.66E+12,Key Press,551.3334,446,572.3230797,60427358,9.47E-06,0
ab403c7a-8043-475f-ad20-22382914fafa,session_user_4_4,1.66E+12,Key Press,652,518,123.7649561,3733014,3.32E-05,0
2cb4e80b-8cbc-4f7e-b7ec-2da3dc2e95a7,session_user_4_5,1.66E+12,Scroll Down,644.8,424.80002,0,0,,0
e06b314c-b706-4f8f-8d9a-f0d75bdb08ec,session_user_4_5,1.66E+12,Key Press,101,144,612.0188651,48517647,1.26E-05,0
8eae58f4-cd92-4f57-891b-9b4508c532e2,session_user_4_5,1.66E+12,Mouse Click,791,655,858.6157464,271635694,3.16E-06,0
747a2836-0f72-4259-892a-a3d1c02d59e2,session_user_4_5,1.66E+12,Scroll Up,1155,593,369.2424678,5017354,7.36E-05,0
